2025-07-01 16:58:05.534921,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:07.438142,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:08.690317,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:09.748770,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:10.694692,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:11.619776,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:12.466142,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:26.137428,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 16:58:58.159619,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:46:08.952962,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:48:37.096349,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:49:48.537065,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:49:54.026672,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:51:46.317308,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:52:30.568533,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:52:31.662342,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:52:35.092848,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:52:45.612285,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:52:47.705894,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:53:34.834690,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:53:37.304198,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:53:39.252975,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:53:42.024716,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:53:43.525335,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:18.216129,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:21.704132,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:22.688216,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:23.419570,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:23.797498,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:24.573793,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:56:25.385199,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:58:09.399699,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:59:51.214996,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:59:52.342452,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:59:53.009468,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 17:59:59.175963,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:00:00.358493,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:01:10.712969,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:01:11.733206,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:01:12.773744,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:02:12.520002,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:02:13.544911,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:02:14.432873,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:02:15.405443,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:02:16.354949,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:04:23.309310,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:04:24.513314,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:04:25.506757,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:04:26.576601,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:04:27.492366,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:04:28.455730,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:11:43.224542,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:11:48.310393,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:11:49.512537,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:12:01.317109,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:14:04.426907,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:14:08.906780,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:14:15.741018,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:21.479915,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:22.557952,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:23.441135,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:24.264188,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:25.013129,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:25.588845,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:26.180821,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:27.393488,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:28.572602,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:29.420587,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:30.193049,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:31.981508,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:32.619728,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:33.324825,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:35.134186,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:17:57.956152,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:18:02.213773,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:20.522707,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:25.178957,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:29.650539,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:44.748145,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:46.491657,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:47.685353,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:19:48.556772,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:20:36.295635,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:24:27.095295,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:25:44.934848,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:25:53.461237,13.0318336,80.1865728,Emergency Alert from user
2025-07-01 18:26:00.808130,13.0318336,80.1865728,Emergency Alert from user
